iso2,year,m014,m1524,m2534,m3544,m4554,m5564,m65,f014,f1524,f2534,f3544,f4554,f5564,f65
LV,2005,1,22,71,104,117,55,34,0,17,31,31,23,18,12
LV,2006,2,27,78,82,105,51,26,0,17,27,33,28,9,13
LV,2007,NA,33,65,93,102,49,19,1,18,27,32,18,12,9
LV,2008,0,28,54,71,71,47,27,0,11,23,26,21,9,12
LV,2009,0,21,41,67,78,48,20,0,12,17,20,20,9,14
LV,2010,0,20,44,65,71,39,15,0,6,19,25,12,10,13
LV,2011,0,11,42,58,50,33,18,0,7,16,19,14,12,13
LV,2012,0,19,62,67,59,36,15,1,14,15,14,16,15,9
LV,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,2000,5,16,28,20,15,17,14,4,31,26,9,7,4,6
LB,2001,0,22,20,18,16,8,8,3,25,28,7,6,4,5
LB,2002,1,19,25,14,10,7,9,2,17,21,8,9,3,3
LB,2003,0,19,26,22,6,5,7,3,14,12,9,5,2,4
LB,2004,1,11,25,18,18,8,6,0,18,21,10,5,1,4
LB,2005,0,12,19,15,10,12,8,1,25,14,8,3,3,1
LB,2006,0,11,12,18,14,10,8,1,16,12,5,2,2,1
LB,2007,0,12,19,13,12,11,5,1,17,30,13,5,3,2
LB,2008,1,9,14,12,17,14,6,2,24,32,15,7,3,2
LB,2009,1,12,22,13,9,12,7,2,28,40,14,2,8,9
LB,2010,1,8,21,15,12,12,10,0,36,48,17,7,4,3
LB,2011,1,14,18,13,15,6,8,0,37,51,12,9,1,3
LB,2012,2,18,21,13,14,12,6,2,48,72,16,9,4,3
LB,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LS,2000,8,165,458,517,395,198,76,11,222,336,195,83,36,29
LS,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LS,2002,10,218,547,535,347,211,80,14,304,447,207,125,41,17
LS,2003,10,219,614,592,466,219,83,32,328,567,313,219,59,33
LS,2004,29,286,728,696,448,206,78,22,459,691,364,161,68,36
LS,2005,32,395,695,397,148,82,37,19,226,721,616,494,297,121
LS,2006,33,228,628,550,440,218,49,50,370,642,430,171,90,125
LS,2007,6,32,135,73,87,52,28,4,78,121,106,40,13,13
LS,2008,21,223,615,542,380,242,138,24,343,700,358,146,76,54
LS,2009,26,217,685,549,411,257,118,30,326,659,409,167,79,43
LS,2010,16,222,607,497,364,244,133,27,283,597,329,169,64,48
LS,2011,19,179,584,493,329,245,121,23,311,572,307,185,84,58
LS,2012,15,204,580,427,295,196,114,30,309,571,296,143,71,47
LS,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LR,2000,12,133,196,127,52,17,26,21,140,149,88,28,16,16
LR,2001,16,111,174,132,63,17,11,18,108,143,77,35,17,12
LR,2002,20,252,315,295,143,60,44,26,256,250,150,86,41,26
LR,2003,5,180,215,204,99,49,23,12,148,180,109,43,30,22
LR,2004,32,333,427,285,198,71,51,39,268,397,183,123,41,42
LR,2005,26,240,352,333,155,74,65,37,232,297,171,108,52,25
LR,2006,59,324,442,371,250,125,97,55,292,371,242,125,85,68
LR,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LR,2008,107,129,412,532,308,169,98,56,115,237,367,298,170,44
LR,2009,95,360,591,592,346,135,0,105,354,541,399,222,0,96
LR,2010,90,338,621,510,295,114,21,254,339,488,259,171,151,99
LR,2011,67,382,595,727,440,194,87,67,329,433,517,285,88,50
LR,2012,65,382,627,667,406,129,83,61,354,535,605,292,79,57
LR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY,2000,5,101,239,86,36,29,32,6,43,35,24,24,16,22
LY,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY,2003,0,108,266,142,32,25,19,4,43,28,30,25,21,21
LY,2004,5,113,310,173,53,24,20,1,44,50,20,23,13,23
LY,2005,2,114,293,168,52,19,35,8,36,36,35,21,21,20
LY,2006,1,98,247,150,49,23,23,8,55,34,24,10,12,11
LY,2007,2,61,143,78,26,12,10,4,23,17,12,8,7,11
LY,2008,2,116,298,162,85,24,19,6,56,35,22,20,9,17
LY,2009,4,131,295,180,73,30,23,11,54,63,26,10,14,22
LY,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LY,2011,5,85,173,148,54,18,21,8,59,47,37,22,25,29
LY,2012,2,86,136,136,63,31,22,10,47,37,19,24,18,13
LY,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT,2000,1,38,97,145,155,74,68,0,20,37,39,32,22,48
LT,2001,0,35,112,197,155,88,76,1,33,59,57,35,28,59
LT,2002,1,24,95,176,142,88,59,0,30,59,45,32,18,52
LT,2003,1,35,116,175,174,107,60,0,35,49,37,38,20,50
LT,2004,0,39,100,161,173,92,71,1,21,48,47,47,24,32
LT,2005,0,42,118,186,187,108,67,1,25,41,57,49,23,54
LT,2006,0,38,120,207,211,107,74,0,25,48,56,52,38,53
LT,2007,0,31,77,165,235,109,76,0,34,41,48,50,22,37
LT,2008,0,39,110,162,182,104,71,1,20,51,46,36,18,44
LT,2009,0,22,91,130,163,100,48,4,25,36,31,33,21,39
LT,2010,1,34,75,128,157,89,54,1,20,36,31,43,18,32
LT,2011,1,25,52,126,158,77,55,0,20,31,37,38,16,45
LT,2012,0,35,73,143,148,91,60,1,8,28,55,36,20,28
LT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU,2001,0,0,1,0,0,0,2,0,2,2,1,1,1,2
LU,2002,0,0,1,3,3,2,1,0,0,2,1,1,1,2
LU,2003,0,2,10,7,1,2,2,0,2,1,1,0,0,0
LU,2004,0,1,0,4,3,1,1,0,0,5,5,0,0,0
LU,2005,0,0,2,2,1,1,2,0,0,2,1,1,1,0
LU,2006,0,0,3,2,3,2,3,0,2,3,2,0,1,1
LU,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,2001,103,1033,1588,1625,1094,613,404,190,1010,1349,1094,546,289,154
MG,2002,94,1023,1594,1563,1174,609,398,163,983,1372,1000,598,234,135
MG,2003,123,1249,1830,1839,1413,723,438,216,1164,1578,1240,743,326,191
MG,2004,118,1025,1593,1482,1026,495,300,130,950,1130,841,513,220,95
MG,2005,98,1159,1867,1732,1349,582,333,150,1012,1451,1047,614,248,129
MG,2006,117,1500,2391,2220,1714,766,458,208,1458,1944,1444,874,353,166
MG,2007,196,1473,2353,2097,1671,823,438,223,1456,1810,1354,880,378,192
MG,2008,142,1499,2294,2113,1669,836,465,251,1433,1846,1352,911,383,171
MG,2009,150,1463,2377,2132,1662,942,433,230,1527,1886,1428,906,390,187
MG,2010,204,1721,1621,2525,1782,960,485,323,1621,1943,1376,946,397,192
MG,2011,146,1807,2764,2495,1938,1044,522,252,1726,2031,1503,978,462,188
MG,2012,177,1725,2474,2460,1927,1059,490,242,1720,1848,1420,914,474,199
MG,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,2000,50,653,1476,1113,585,245,114,66,1038,1481,831,401,148,64
MW,2001,37,704,1486,1025,591,230,129,74,1070,1520,862,384,139,58
MW,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,2003,43,596,1374,936,489,209,128,76,963,1531,790,374,155,52
MW,2004,47,647,1505,1081,508,264,124,78,1009,1694,910,412,191,96
MW,2005,58,622,1653,1031,549,279,157,84,913,1598,859,386,180,74
MW,2006,42,584,1647,1054,491,256,182,80,848,1545,813,348,183,93
MW,2007,61,614,1454,954,473,233,158,109,768,1497,715,342,146,84
MW,2008,56,570,1562,982,502,280,176,166,707,1327,727,365,172,89
MW,2009,53,565,1645,1066,503,278,199,75,691,1246,706,318,174,104
MW,2010,50,565,1509,985,485,275,187,103,610,1196,661,314,198,102
MW,2011,70,519,1486,1050,440,238,201,79,601,1119,660,283,161,96
MW,2012,52,495,1537,1051,471,292,204,71,538,1057,609,298,156,120
MW,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MY,2000,32,694,1138,1177,908,814,891,41,464,564,424,367,356,286
MY,2001,48,713,1198,1221,1011,934,738,36,510,506,445,374,353,222
MY,2002,22,562,1106,1182,997,758,844,30,421,524,415,485,319,293
MY,2003,216,1211,2010,2073,1798,1438,1601,196,969,1044,857,669,584,626
MY,2004,191,1195,2105,2189,1890,1440,1535,227,925,1014,852,694,605,532
MY,2005,244,1179,2218,2277,1980,1427,1507,208,1044,1061,947,816,586,572
MY,2006,15,507,855,734,678,443,496,3,30,300,403,321,257,161
MY,2007,216,1291,2224,2082,1839,1394,1395,226,1098,1101,849,782,585,514
MY,2008,221,1436,2445,2318,2169,1599,1543,240,1161,1283,906,878,648,657
MY,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MY,2010,129,884,1438,1599,1453,967,981,152,704,881,592,542,425,388
MY,2011,63,948,1564,1559,1594,1245,1054,77,837,876,584,599,459,403
MY,2012,74,1060,1575,1677,1762,1409,1260,105,903,1010,710,693,590,483
MY,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MV,2000,0,9,10,2,5,5,3,0,11,4,5,4,5,2
MV,2001,1,12,5,3,5,7,1,1,10,3,2,6,1,2
MV,2002,0,11,9,0,1,5,8,1,8,5,4,5,1,2
MV,2003,1,14,7,4,9,9,4,0,8,5,1,5,1,0
MV,2004,0,13,11,3,8,5,6,0,8,3,2,1,2,4
MV,2005,0,9,8,5,6,6,5,1,10,7,1,2,2,4
MV,2006,0,8,9,3,4,3,6,0,6,3,4,3,2,2
MV,2007,0,14,4,6,5,6,5,1,5,2,5,5,0,1
MV,2008,NA,9,11,3,5,6,3,NA,7,1,3,NA,3,2
MV,2009,0,16,5,1,4,0,5,0,4,4,2,2,2,0
MV,2010,0,8,6,0,4,5,6,1,2,3,4,1,0,1
MV,2011,0,12,7,3,8,1,3,0,4,3,1,2,1,2
MV,2012,0,8,6,2,4,5,4,0,7,6,3,3,2,2
MV,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ML,2000,23,206,430,396,297,235,144,14,174,232,152,106,75,43
ML,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ML,2002,20,209,547,447,430,151,72,39,141,250,166,190,71,24
ML,2003,32,348,619,438,330,201,115,29,172,278,212,123,73,45
ML,2004,28,302,584,473,316,219,147,29,191,284,183,151,105,57
ML,2005,26,350,628,539,365,263,193,33,208,348,245,152,101,72
ML,2006,28,361,679,550,436,272,216,30,250,371,249,168,116,76
ML,2007,29,369,696,570,422,291,213,30,263,385,258,160,113,95
ML,2008,22,453,809,640,503,314,250,37,332,516,320,245,172,121
ML,2009,37,489,978,758,510,379,275,44,365,494,384,211,135,104
ML,2010,94,381,707,526,354,227,207,31,265,337,247,144,96,70
ML,2011,25,370,772,515,352,267,230,42,255,393,223,147,118,68
ML,2012,25,405,731,547,377,257,211,34,253,344,239,137,89,77
ML,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,2000,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
MT,2001,0,NA,NA,NA,1,NA,1,0,NA,NA,1,NA,NA,NA
MT,2002,0,1,0,1,0,1,0,0,0,1,0,0,0,1
MT,2003,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MT,2004,0,0,0,0,1,0,0,0,0,0,0,1,0,0
MT,2005,0,1,1,1,1,1,0,0,0,0,0,0,0,0
MT,2006,0,1,0,2,0,0,1,0,0,0,0,0,0,0
MT,2007,0,0,2,0,0,1,3,0,2,0,0,0,0,0
MT,2008,0,3,6,2,0,0,0,0,1,1,0,0,0,2
MT,2009,0,4,3,1,1,1,1,0,0,1,0,0,0,0
MT,2010,0,0,3,0,0,0,0,0,0,1,0,0,0,0
MT,2011,0,2,4,0,0,0,0,0,1,0,0,0,0,0
MT,2012,1,2,2,2,0,0,0,0,1,1,0,0,0,0
MT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MH,2000,3,5,4,1,3,5,3,7,7,3,0,2,2,0
MH,2001,3,8,4,2,4,2,0,5,6,4,7,8,2,1
MH,2002,0,1,2,1,3,2,2,0,2,0,0,3,1,1
MH,2003,6,4,2,7,7,2,2,4,9,2,4,6,1,4
MH,2004,2,5,4,3,3,2,NA,1,7,5,3,3,0,1
MH,2005,2,4,4,5,6,1,1,1,9,2,4,3,4,2
MH,2006,NA,4,3,4,6,3,2,2,2,3,3,7,4,2
MH,2007,0,1,1,2,5,1,0,1,3,3,2,3,3,0
MH,2008,1,1,1,2,3,0,0,2,3,2,4,5,1,0
MH,2009,1,12,5,2,5,4,0,1,5,5,4,5,2,1
MH,2010,0,10,1,4,6,6,2,5,9,2,2,4,8,0
MH,2011,1,7,2,3,3,3,1,1,5,8,2,5,2,1
MH,2012,0,3,8,6,9,2,2,0,5,7,2,5,3,2
MH,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2004,15,204,343,235,154,129,108,14,102,114,114,58,44,28
MR,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2006,12,197,294,203,150,106,96,16,109,114,86,49,29,25
MR,2007,14,206,355,261,144,139,83,21,103,152,92,64,38,42
MR,2008,10,199,292,249,172,107,90,16,127,111,97,44,51,40
MR,2009,25,217,328,198,150,116,85,24,111,127,76,49,27,22
MR,2010,17,192,295,206,137,99,76,14,90,104,82,52,29,29
MR,2011,36,165,185,131,106,58,55,28,68,72,47,36,19,20
MR,2012,22,204,302,195,139,114,114,25,112,81,88,73,46,28
MR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MU,2000,2,6,9,18,19,14,8,1,5,8,8,6,7,4
MU,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MU,2002,1,12,6,21,12,7,4,1,3,8,7,1,2,1
MU,2003,0,9,12,10,17,11,9,1,6,8,4,4,3,5
MU,2004,1,13,13,24,20,4,5,0,6,8,10,4,4,5
MU,2005,NA,10,15,21,20,10,6,NA,4,5,5,11,2,1
MU,2006,0,4,9,22,10,12,6,1,3,7,3,4,1,3
MU,2007,0,9,9,12,15,9,6,0,4,7,3,5,4,3
MU,2008,0,11,15,14,15,7,8,0,2,3,2,5,2,1
MU,2009,0,5,7,10,19,10,9,0,6,10,7,5,6,4
MU,2010,0,9,9,13,23,15,7,0,7,9,4,4,3,2
MU,2011,0,10,13,9,17,10,8,0,7,12,2,3,6,3
MU,2012,2,11,14,16,17,11,7,0,11,7,8,2,8,4
MU,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX,2000,214,1079,1387,1162,1235,972,1126,176,663,828,698,832,595,709
MX,2001,130,1448,1639,1683,1606,1229,1566,146,1131,993,845,952,787,948
MX,2002,154,1090,1292,1301,1146,986,1144,149,769,754,716,700,621,733
MX,2003,187,1207,1461,1417,1313,1005,1352,184,850,826,734,813,743,841
MX,2004,86,1053,1276,1181,1201,958,1209,102,760,649,693,695,626,725
MX,2005,100,1095,1376,1314,1238,1042,1288,125,771,733,710,784,637,784
MX,2006,129,986,1320,1333,1275,1012,1215,153,696,774,662,794,722,803
MX,2007,145,981,1286,1286,1266,942,1226,140,645,742,694,748,642,788
MX,2008,124,966,1292,1314,1267,1004,1213,126,752,826,710,774,699,836
MX,2009,103,1030,1262,1401,1360,1024,1252,131,741,712,665,788,608,785
MX,2010,125,1081,1375,1380,1392,1119,1303,112,791,763,730,852,713,836
MX,2011,128,1124,1440,1503,1532,1112,1299,136,776,765,698,889,734,824
MX,2012,133,1153,1480,1522,1484,1153,1284,134,778,743,686,840,824,824
MX,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FM,2000,0,2,0,1,0,0,1,4,3,1,1,0,1,1
FM,2001,0,2,0,0,2,1,0,1,0,1,0,0,1,0
FM,2002,2,0,1,1,1,1,0,3,5,1,1,2,0,2
FM,2003,0,3,2,2,0,2,1,4,4,4,1,1,2,1
FM,2004,0,4,0,2,0,2,1,3,4,4,1,1,3,1
FM,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FM,2006,14,21,3,6,8,6,1,5,23,5,7,4,6,4
FM,2007,1,8,5,4,0,1,0,5,11,6,2,2,2,0
FM,2008,1,9,3,1,3,1,0,1,10,2,5,1,0,0
FM,2009,5,7,5,5,2,1,2,8,6,9,4,4,1,1
FM,2010,3,8,1,2,4,4,0,5,8,9,3,4,2,0
FM,2011,4,8,5,6,2,0,1,5,5,2,3,1,2,1
FM,2012,3,8,5,4,2,0,1,5,6,2,3,1,3,0
FM,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,2000,6,181,260,171,68,38,23,32,200,213,113,41,26,17
MN,2001,13,236,269,179,86,45,36,25,253,260,125,48,28,29
MN,2002,9,242,272,184,94,57,47,16,263,253,133,55,22,23
MN,2003,10,206,217,171,93,55,39,19,254,233,148,45,32,19
MN,2004,6,287,256,229,112,54,43,18,283,249,162,62,24,23
MN,2005,7,271,253,232,147,52,36,15,320,270,145,63,32,25
MN,2006,7,317,335,241,157,64,41,16,372,265,180,81,24,29
MN,2007,4,280,270,232,158,48,34,23,273,250,139,80,36,29
MN,2008,7,289,260,235,151,59,36,18,283,229,127,86,32,26
MN,2009,2,280,264,199,157,64,27,20,306,235,140,61,27,27
MN,2010,3,285,255,231,154,50,40,12,296,246,112,83,42,28
MN,2011,2,246,289,205,170,71,41,10,250,192,121,61,40,25
MN,2012,7,257,268,191,184,63,37,11,250,208,97,82,28,33
MN,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ME,2005,0,3,5,7,15,4,8,0,0,7,3,4,0,8
ME,2006,0,0,7,7,12,9,3,NA,3,4,4,4,3,2
ME,2007,0,0,6,3,10,1,3,0,3,3,4,3,3,1
ME,2008,0,2,7,10,5,5,1,0,4,5,5,10,4,7
ME,2009,0,1,5,6,10,5,9,1,1,5,3,2,2,3
ME,2010,0,1,1,4,4,7,1,1,3,3,2,3,1,8
ME,2011,0,1,2,8,11,7,3,1,4,2,4,3,1,1
ME,2012,0,3,4,5,10,3,4,0,4,5,1,2,1,3
ME,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2003,0,0,1,0,0,0,1,0,0,0,0,0,0,0
MS,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,2005,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MS,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA,2000,99,2061,2423,1705,855,485,595,170,1530,1121,672,398,406,352
MA,2001,85,2200,2256,1731,929,561,606,156,1477,1046,596,402,399,360
MA,2002,79,2190,2341,1647,941,525,577,144,1483,1088,713,443,357,386
MA,2003,91,2225,2347,1667,1004,525,550,168,1455,1029,633,431,366,351
MA,2004,68,2081,2397,1676,1114,533,539,149,1196,981,517,373,331,325
MA,2005,79,2222,2515,1583,1057,580,591,167,1330,943,546,403,343,398
MA,2006,73,2104,2373,1498,1036,527,551,155,1273,1025,597,426,335,307
MA,2007,74,2098,2370,1545,1165,545,529,123,1177,837,444,354,306,370
MA,2008,51,1992,2372,1514,1179,633,589,124,1081,803,479,360,290,358
MA,2009,63,1960,2412,1428,1140,639,510,132,1195,889,450,410,333,346
MA,2010,51,1982,2553,1611,1273,712,515,117,1098,841,426,386,310,364
MA,2011,79,1929,2450,1479,1175,682,518,100,1153,794,433,371,324,335
MA,2012,54,1840,2426,1423,1183,672,561,77,1162,832,408,306,286,342
MA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MZ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM,2000,88,1459,2636,2781,2161,1235,836,72,1040,1592,1397,987,592,378
MM,2001,69,1800,3253,3353,2624,1443,931,98,1306,1918,1568,1186,650,487
MM,2002,64,2125,3986,4016,3022,1671,1067,109,1563,2044,1758,1348,845,544
MM,2003,107,2536,4408,4427,3269,1974,1296,154,1781,2442,2003,1491,943,617
MM,2004,96,2777,5025,4966,4081,2271,1567,120,2020,2622,2228,1800,1122,713
MM,2005,132,3401,5877,5888,4585,2557,1764,147,2376,3047,2563,2101,1218,885
MM,2006,113,3572,6328,6536,5143,2988,2033,171,2453,3338,2820,2282,1448,1016
MM,2007,127,3591,6569,6826,5507,3152,2155,159,2719,3500,2998,2486,1601,1198
MM,2008,118,3416,6311,6396,5327,3312,2235,180,2526,3474,2850,2357,1644,1102
MM,2009,127,3259,6371,6633,5319,3435,2248,165,2559,3298,2745,2463,1679,1100
MM,2010,106,3043,6578,6688,5607,3632,2308,196,2452,3454,2752,2525,1838,1139
MM,2011,120,2923,6182,6319,5680,3954,2500,187,2401,3317,2760,2554,2010,1407
MM,2012,146,2898,6263,6469,5837,3945,2626,192,2357,3368,2721,2600,2023,1464
MM,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA",2000,18,269,874,665,300,147,81,16,352,654,348,161,76,52
"NA",2001,20,322,993,732,318,150,116,32,394,729,404,168,91,66
"NA",2002,19,301,1033,750,326,146,96,42,357,795,484,182,91,67
"NA",2003,31,364,1109,838,419,196,108,47,451,927,571,216,108,102
"NA",2004,31,319,1092,866,371,159,131,30,400,819,554,203,106,74
"NA",2005,98,355,1027,874,365,146,120,105,399,809,525,213,95,91
"NA",2006,86,347,1052,799,386,174,146,74,485,875,521,239,92,80
"NA",2007,57,370,1018,786,346,149,120,69,417,826,513,242,102,76
"NA",2008,30,387,1033,757,346,149,132,73,466,702,437,226,110,80
"NA",2009,41,357,936,689,348,166,121,84,384,678,407,214,97,86
"NA",2010,36,359,852,680,287,146,126,67,429,685,382,206,122,87
"NA",2011,48,337,844,660,361,152,138,78,427,653,410,185,100,110
"NA",2012,61,358,810,686,292,157,137,81,394,582,396,198,84,97
"NA",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR,2000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA
NR,2001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
NR,2002,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NR,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NR,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR,2006,0,1,0,0,0,0,0,0,0,0,1,0,0,0
